50607|48727|-1
6939|395854|-1
3257|16851|-1
2734|4436|-1
31222|199824|-1
263903|264245|-1
266135|266360|-1
3320|206141|-1
21195|199998|-1
45820|136325|-1
23005|14762|-1
39264|35147|-1
2828|54869|-1
12389|61041|-1
8708|12446|-1
52752|264385|-1
7713|45288|-1
1828|15570|-1
4766|17875|-1
7018|23318|-1
3549|6652|-1
33491|397356|-1
36881|37267|-1
35815|43237|-1
1680|51651|-1
47147|29081|-1
6939|394111|-1
6939|264017|-1
262765|268603|-1
43668|204289|-1
3549|268520|-1
3257|21740|-1
58504|139261|-1
28226|263626|-1
197071|197890|-1
50481|48047|-1
61832|263920|-1
58656|141209|-1
58717|141398|-1
38158|133819|-1
30176|393755|-1
4230|264401|-1
11432|28148|-1
37282|11355|-1
267613|52809|-1
26677|26071|-1
17356|14687|-1
395565|28373|-1
37004|37194|-1
6663|47602|-1
4854|56105|-1
17047|5668|1
15623|39895|-1
17465|135804|-1
7018|63255|-1
37125|37258|-1
45820|133234|-1
7473|24218|-1
37457|14115|-1
6848|12052|-1
52688|52870|-1
32098|13999|-1
5483|50614|-1
7668|17932|-1
16735|28202|-1
31877|393446|-1
15377|59567|-1
264186|268006|-1
23005|7726|-1
39326|29636|-1
207056|48933|-1
12301|207950|-1
7018|40903|-1
16086|48156|-1
11351|33239|-1
28306|264894|-1
14840|52795|-1
30844|328366|-1
44266|206419|-1
6412|198392|-1
10396|14920|-1
3491|19807|-1
3257|42346|-1
2828|11020|-1
20632|203173|-1
206810|199827|-1
61758|267086|-1
5578|52139|-1
262907|263914|-1
30990|328469|-1
6461|2615|-1
38203|136738|-1
29226|51596|-1
46887|396533|-1
4755|56061|-1
6939|197837|-1
37662|15808|-1
200020|203205|-1
262199|264662|-1
2914|3939|1
15935|199711|-1
31323|48601|-1
1136|201644|-1
49588|48730|-1
23686|11054|-1
6939|328582|-1
7018|395190|-1
9002|48257|-1
5588|31304|-1
6453|24247|-1
6568|265814|-1
58678|134674|-1
12389|197311|-1
5511|37557|-1
28669|53000|-1
3257|8315|-1
7713|139945|-1
7018|18649|-1
6939|36315|-1
8708|50413|-1
61599|265241|-1
10310|38689|-1
8245|199994|-1
8838|15510|1
16637|37641|-1
135817|138760|-1
50509|57277|-1
7018|13413|-1
22689|263011|-1
1239|14861|-1
701|29729|-1
21219|203867|-1
24785|35709|-1
9293|51113|-1
8218|42924|-1
3257|59611|-1
3549|61503|-1
51219|27263|-1
14259|17147|-1
133234|137106|-1
17639|45598|-1
7018|16464|-1
269194|270428|-1
61832|265312|-1
6939|29900|-1
13789|62660|-1
43764|25403|-1
61832|266643|-1
3561|20391|-1
3356|53941|-1
9498|38468|-1
12182|18442|-1
59105|38215|-1
43391|34619|-1
50607|197502|-1
37662|33771|-1
27445|54245|-1
262883|267168|-1
2119|35041|-1
8192|43051|-1
12337|52158|-1
266183|268344|-1
4713|59121|-1
6939|205080|-1
7016|53296|-1
41722|62026|-1
31133|45005|-1
619|27066|1
199599|44704|-1
2828|32927|-1
2764|24110|-1
58002|43087|-1
8220|208015|-1
3356|17330|-1
8057|394849|-1
40107|53698|-1
61689|52926|-1
14868|269065|-1
6939|58065|-1
24724|201908|-1
25251|62459|-1
28007|263703|-1
60725|12491|-1
33843|47138|-1
44400|204499|-1
47920|60401|-1
3257|30607|-1
4826|132094|-1
9318|9967|-1
209|393378|-1
6762|7738|-1
20485|199316|-1
21005|50114|-1
267427|265008|-1
58715|132092|-1
7342|36628|-1
31465|39318|1
43260|199366|-1
3549|394298|-1
9925|134243|-1
6799|35446|-1
28165|264217|-1
8708|42617|-1
25086|43721|-1
263542|269600|-1
10475|30602|-1
31027|209118|-1
17072|3141|-1
6799|34239|-1
9299|58526|-1
6939|394065|-1
209|23049|-1
11404|36416|-1
6939|50687|-1
16735|268624|-1
7018|10819|-1
16397|61704|-1
21219|47811|-1
45650|138620|-1
3549|24232|-1
19754|63296|-1
9927|141016|-1
7018|11596|-1
11127|22196|-1
12180|32986|-1
16735|28278|-1
6939|9100|-1
12400|50865|-1
6181|30171|-1
264592|28249|-1
6181|17089|-1
139901|139643|-1
9299|134140|1
11096|26906|-1
2764|55871|-1
4775|10879|-1
5715|5006|1
8167|28662|-1
12687|3319|1
328594|328604|-1
29226|207496|-1
10026|6648|-1
13984|36614|-1
6789|43564|-1
6461|5693|-1
3356|39157|-1
264595|266342|-1
14868|61895|-1
5580|29462|-1
21385|8823|-1
22442|36038|-1
6939|43668|-1
53087|262773|-1
4755|58765|-1
1299|25531|-1
13951|30718|-1
50618|50620|-1
14265|33129|-1
6939|209201|-1
22773|17272|-1
1764|28839|-1
40676|135113|-1
196675|30910|-1
1299|262206|-1
132787|132507|-1
1257|34686|-1
12479|60551|-1
18881|262633|-1
43994|200721|-1
7018|7912|-1
33491|13349|-1
31727|34934|-1
9121|56579|-1
3356|31463|-1
701|394856|-1
3549|40464|-1
13855|397790|-1
30619|37489|-1
766|2114|-1
1299|22085|-1
25369|209669|-1
12741|198777|-1
13789|22795|-1
12389|208177|-1
3269|51940|-1
27008|395378|-1
251|43171|-1
50056|60672|-1
266129|265099|-1
701|32254|-1
32787|24120|-1
6939|205620|-1
32787|26448|-1
9498|133317|-1
30900|44477|-1
5511|57902|-1
20860|47264|-1
55355|63541|-1
5588|56381|-1
48964|56598|-1
48662|48131|-1
12389|42291|-1
3356|27393|-1
3549|52866|-1
31133|60612|-1
24626|44988|-1
6939|63430|-1
8100|25820|-1
12479|201843|-1
262424|264510|-1
3356|15069|-1
136106|46023|-1
6461|20410|-1
9901|140089|-1
9002|204311|-1
42478|21403|-1
17557|58617|-1
7713|45699|-1
15694|201472|-1
6939|202032|-1
6453|21277|-1
8447|201759|-1
12843|205543|-1
23947|46028|-1
138322|133076|-1
2516|63210|-1
7018|1400|-1
28161|266514|-1
5580|395309|-1
43045|58235|-1
266135|268788|-1
11187|396219|-1
28329|263525|-1
41039|41081|-1
3255|39084|-1
4638|135647|-1
7381|394899|-1
27988|52376|-1
14669|19175|-1
703|10361|-1
203712|210086|-1
6461|18890|-1
701|23402|-1
3262|207060|-1
12715|39155|-1
28186|268529|-1
3356|35669|-1
16735|264009|-1
25074|51906|-1
131702|63882|-1
264929|263459|-1
3356|55244|-1
701|12195|-1
12739|42583|-1
4637|136271|-1
20764|44050|-1
33660|32602|-1
2152|22226|-1
262589|53125|-1
49902|20776|-1
58601|63996|-1
8903|204653|-1
50607|206184|-1
199624|25530|-1
7018|32446|-1
45769|132559|-1
17498|45570|-1
269266|267324|-1
52988|267136|-1
7029|32039|-1
2497|17513|-1
266302|268512|-1
20853|201112|-1
6461|26478|-1
17439|42473|-1
7046|46269|-1
34636|35372|-1
5588|43710|-1
45430|9902|-1
20616|47326|-1
20485|51092|-1
7385|46520|-1
701|54892|-1
8220|25053|-1
6453|57468|-1
3491|141167|-1
4826|133094|-1
